Order,PC1,PC2,Position,Zone,Name,Photo,Nationality,Club,Club Logo,Preferred Foot,Overall,Potential,ShortPassing,Volleys,Dribbling,FKAccuracy,LongPassing,SprintSpeed,Agility,ShotPower,Jumping,Stamina,Strength
344,-6.422432138,2.168421359,RDM,Midfield,A. Doucouré,https://cdn.sofifa.org/players/4/19/208135.png,France,Watford,https://cdn.sofifa.org/teams/2/light/1795.png,Right,81,85,82,68,78,42,74,70,60,84,72,93,81
345,-3.853986604,-5.206440968,LS,Attack,J. Martínez,https://cdn.sofifa.org/players/4/19/207877.png,Venezuela,Atlanta United,https://cdn.sofifa.org/teams/2/light/112885.png,Right,81,84,68,73,75,57,55,92,91,79,86,72,73
346,-3.875916295,-3.891072477,LS,Attack,C. Bacca,https://cdn.sofifa.org/players/4/19/207664.png,Colombia,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,Right,81,81,68,78,80,58,55,75,73,80,74,66,74
347,-5.738435551,-3.639845426,LW,Midfield,A. Plea,https://cdn.sofifa.org/players/4/19/206467.png,France,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,Right,81,83,76,81,78,74,68,77,79,83,75,82,77
348,-6.164446057,2.17265263,LB,Defense,B. Davies,https://cdn.sofifa.org/players/4/19/205923.png,Wales,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,Left,81,84,79,48,76,48,70,74,70,65,73,85,69
349,-1.380349725,5.096006579,LCB,Defense,M. Nastasi?,https://cdn.sofifa.org/players/4/19/205362.png,Serbia,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,Left,81,84,73,32,43,68,69,77,65,44,81,62,78
350,-4.083917907,-3.088678531,CF,Attack,A. Milik,https://cdn.sofifa.org/players/4/19/205175.png,Poland,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,Left,81,88,63,76,74,74,62,74,68,85,62,73,78
351,-6.594897262,-1.903345844,LM,Midfield,M. Sabitzer,https://cdn.sofifa.org/players/4/19/204923.png,Austria,RB Leipzig,https://cdn.sofifa.org/teams/2/light/112172.png,Right,81,84,79,78,79,63,67,77,75,86,75,84,76
352,-6.190963767,2.451128327,LB,Defense,B. Mendy,https://cdn.sofifa.org/players/4/19/204884.png,France,Manchester City,https://cdn.sofifa.org/teams/2/light/10.png,Left,81,86,80,31,80,34,69,86,68,79,71,81,81
353,-4.381408236,3.30397886,CDM,Midfield,C. Kramer,https://cdn.sofifa.org/players/4/19/204024.png,Germany,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,Right,81,82,80,49,71,51,72,52,66,53,51,93,69
354,-5.825883096,2.223092367,RB,Defense,S. Vrsaljko,https://cdn.sofifa.org/players/4/19/203890.png,Croatia,Inter,https://cdn.sofifa.org/teams/2/light/44.png,Right,81,84,77,53,74,57,70,79,67,75,85,90,73
355,-6.255419214,-4.664479709,RW,Midfield,T. Hazard,https://cdn.sofifa.org/players/4/19/203486.png,Belgium,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,Right,81,83,81,80,85,79,72,77,91,78,63,77,62
356,-5.263245302,-4.155776825,RM,Midfield,K. Bellarabi,https://cdn.sofifa.org/players/4/19/202857.png,Germany,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,Right,81,81,78,72,87,58,58,91,86,85,75,73,68
357,-5.137390976,-1.444980843,RS,Attack,S. Zaza,https://cdn.sofifa.org/players/4/19/202685.png,Italy,Torino,https://cdn.sofifa.org/teams/2/light/54.png,Left,81,82,71,81,77,56,45,79,76,85,89,76,88
358,-6.829457906,1.459910823,LB,Defense,F. Ghoulam,https://cdn.sofifa.org/players/4/19/201454.png,Algeria,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,Left,81,82,79,52,79,68,74,82,72,80,73,88,68
359,19.77342823,-1.770514479,GK,GoalKeper,B. Lecomte,https://cdn.sofifa.org/players/4/19/200726.png,France,Montpellier HSC,https://cdn.sofifa.org/teams/2/light/70.png,Left,81,84,17,10,11,19,21,40,36,18,62,34,55
360,-5.758634438,-3.349437212,CAM,Midfield,J. Ili?i?,https://cdn.sofifa.org/players/4/19/200647.png,Slovenia,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,Left,81,81,82,80,83,84,74,70,70,87,33,64,74
361,-6.438640121,-2.819853064,ST,Attack,K. Volland,https://cdn.sofifa.org/players/4/19/200610.png,Germany,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,Left,81,83,81,77,79,76,67,77,73,85,78,88,82
362,-4.761554147,-4.548051746,ST,Attack,Paco Alcácer,https://cdn.sofifa.org/players/4/19/200454.png,Spain,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Right,81,85,76,84,78,63,51,80,83,80,75,65,64
363,-5.357015878,-3.133899696,LM,Midfield,Vitolo,https://cdn.sofifa.org/players/4/19/199715.png,Spain,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,Right,81,81,79,75,84,62,80,77,74,77,70,80,81
364,-5.513561513,1.817615463,LDM,Midfield,G. Xhaka,https://cdn.sofifa.org/players/4/19/199503.png,Switzerland,Arsenal,https://cdn.sofifa.org/teams/2/light/1.png,Left,81,84,85,50,70,77,85,49,49,88,32,80,75
365,-5.313766429,-3.890220817,LAM,Midfield,D. Tadi?,https://cdn.sofifa.org/players/4/19/199434.png,Serbia,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,Left,81,81,81,73,85,76,77,68,82,69,64,69,62
366,-7.382665203,-0.475182201,LDM,Midfield,C. Aránguiz,https://cdn.sofifa.org/players/4/19/199042.png,Chile,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,Right,81,81,84,68,75,76,83,65,80,80,61,87,63
367,-6.979011526,-4.730816561,RW,Midfield,S. Verdi,https://cdn.sofifa.org/players/4/19/196889.png,Italy,Napoli,https://cdn.sofifa.org/teams/2/light/48.png,Left,81,81,82,74,84,84,76,86,92,81,51,75,48
368,-1.010061451,5.818170255,RCB,Defense,D. Lovren,https://cdn.sofifa.org/players/4/19/195086.png,Croatia,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,Right,81,82,69,42,63,18,66,55,50,63,81,68,82
369,-5.22657796,2.852343463,RCB,Defense,G. Medel,https://cdn.sofifa.org/players/4/19/193532.png,Chile,Be?ikta? JK,https://cdn.sofifa.org/teams/2/light/327.png,Right,81,81,79,58,63,45,78,70,78,65,89,84,83
370,-7.094777334,-4.04369647,CAM,Midfield,X. Shaqiri,https://cdn.sofifa.org/players/4/19/193348.png,Switzerland,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,Left,81,81,81,76,86,84,80,77,84,87,52,75,73
371,-6.544404832,-5.126272018,RM,Midfield,J. Corona,https://cdn.sofifa.org/players/4/19/193165.png,Mexico,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,Right,81,83,76,75,91,67,68,79,90,66,72,74,39
372,18.86394395,-1.667318779,GK,GoalKeper,A. Areola,https://cdn.sofifa.org/players/4/19/193105.png,France,Paris Saint-Germain,https://cdn.sofifa.org/teams/2/light/73.png,Right,81,85,41,16,12,16,32,52,53,25,59,28,80
373,-4.59736273,3.839857557,CB,Defense,K. Vogt,https://cdn.sofifa.org/players/4/19/192641.png,Germany,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,Right,81,82,79,51,67,62,83,82,59,78,54,74,85
374,-7.86068439,0.676935695,CM,Midfield,Ander Herrera,https://cdn.sofifa.org/players/4/19/191740.png,Spain,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,Right,81,81,83,65,77,65,79,68,79,75,61,87,67
375,-7.61699839,-2.244967146,RW,Midfield,E. Salvio,https://cdn.sofifa.org/players/4/19/190972.png,Argentina,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,Right,81,81,75,72,85,64,72,87,83,80,87,85,63
376,-5.446057738,-4.882646751,LM,Midfield,S. El Shaarawy,https://cdn.sofifa.org/players/4/19/190813.png,Italy,Roma,https://cdn.sofifa.org/teams/2/light/52.png,Right,81,82,74,79,84,63,57,87,85,74,60,68,54
377,-1.33914466,5.04692363,RCB,Defense,C. Smalling,https://cdn.sofifa.org/players/4/19/189881.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,Right,81,82,63,49,59,22,63,74,55,42,76,71,87
378,-6.786745756,-2.24216371,RCM,Midfield,Hulk,https://cdn.sofifa.org/players/4/19/189362.png,Brazil,Shanghai SIPG FC,https://cdn.sofifa.org/teams/2/light/112540.png,Left,81,81,78,73,82,81,72,80,69,94,69,86,92
379,-5.878177459,-3.492505743,CAM,Midfield,S. Kagawa,https://cdn.sofifa.org/players/4/19/189358.png,Japan,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Right,81,81,83,76,86,63,72,60,87,54,65,82,39
380,-5.368769881,-5.719042547,CAM,Midfield,M. Lanzini,https://cdn.sofifa.org/players/4/19/188988.png,Argentina,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,Right,81,85,80,61,87,76,78,78,86,75,75,73,39
381,-4.728118999,-4.195957809,ST,Attack,F. Smolov,https://cdn.sofifa.org/players/4/19/187491.png,Russia,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,Right,81,81,77,79,77,69,62,85,75,80,67,74,75
382,-7.328969184,-1.810016414,CF,Attack,L. Stindl,https://cdn.sofifa.org/players/4/19/187072.png,Germany,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,Right,81,81,85,86,78,69,69,67,70,81,73,78,69
383,-2.616740486,4.341584025,CB,Defense,O. Toprak,https://cdn.sofifa.org/players/4/19/185239.png,Turkey,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Right,81,82,75,47,63,33,70,83,64,62,80,67,78
384,-5.965802358,-4.305574297,LW,Midfield,D. Perotti,https://cdn.sofifa.org/players/4/19/183900.png,Argentina,Roma,https://cdn.sofifa.org/teams/2/light/52.png,Right,81,81,81,60,88,64,69,76,83,73,64,73,60
385,18.12815768,-2.198416567,GK,GoalKeper,F. Muslera,https://cdn.sofifa.org/players/4/19/182494.png,Uruguay,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,Right,81,81,44,10,25,10,47,62,68,25,84,45,68
386,-2.418600381,4.539545297,RCB,Defense,B. Höwedes,https://cdn.sofifa.org/players/4/19/179784.png,Germany,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,Right,81,81,72,45,59,52,64,52,60,57,78,61,78
387,-2.21503785,4.767379803,RCB,Defense,S. Kjær,https://cdn.sofifa.org/players/4/19/179645.png,Denmark,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,Right,81,81,73,37,46,69,69,65,40,78,70,76,80
388,-3.116892717,4.473606877,LCB,Defense,S. Bender,https://cdn.sofifa.org/players/4/19/177458.png,Germany,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,Right,81,81,74,54,58,30,69,72,63,73,73,83,77
389,-5.394344457,-5.450078258,LM,Midfield,M. Valbuena,https://cdn.sofifa.org/players/4/19/177326.png,France,Fenerbahçe SK,https://cdn.sofifa.org/teams/2/light/326.png,Right,81,81,82,76,83,77,77,79,86,75,60,73,37
390,-5.608626928,-3.516224842,RM,Midfield,Pedro León,https://cdn.sofifa.org/players/4/19/175379.png,Spain,SD Eibar,https://cdn.sofifa.org/teams/2/light/467.png,Right,81,81,83,68,84,85,85,63,68,84,39,65,63
391,-7.49116702,0.184597706,CM,Midfield,K. Boateng,https://cdn.sofifa.org/players/4/19/173909.png,Ghana,Sassuolo,https://cdn.sofifa.org/teams/2/light/111974.png,Right,81,81,82,83,79,71,78,65,77,84,76,68,78
392,-6.611919896,2.056501098,RB,Defense,L. Piszczek,https://cdn.sofifa.org/players/4/19/173771.png,Poland,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Right,81,81,76,64,72,47,69,83,66,78,77,77,78
393,-7.244863469,-2.149513427,RM,Midfield,A. Candreva,https://cdn.sofifa.org/players/4/19/173221.png,Italy,Inter,https://cdn.sofifa.org/teams/2/light/44.png,Right,81,81,78,75,82,71,73,78,74,87,35,86,69
394,-7.641270453,-0.359497028,RB,Defense,D. Wass,https://cdn.sofifa.org/players/4/19/172522.png,Denmark,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Right,81,81,82,71,80,85,79,76,79,86,59,90,70
395,-6.720047918,-2.396747263,RM,Midfield,E. Lamela,https://cdn.sofifa.org/players/4/19/170368.png,Argentina,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,Left,81,82,83,77,86,80,73,74,75,81,63,78,68
396,-6.451297391,1.695063773,LB,Defense,D. Rose,https://cdn.sofifa.org/players/4/19/169595.png,England,Tottenham Hotspur,https://cdn.sofifa.org/teams/2/light/18.png,Left,81,81,76,64,80,57,66,78,69,68,75,78,72
397,-5.540047065,-4.795713692,RW,Midfield,C. Vela,https://cdn.sofifa.org/players/4/19/169416.png,Mexico,Los Angeles FC,https://cdn.sofifa.org/teams/2/light/112996.png,Left,81,81,81,82,83,71,66,80,81,74,68,74,67
398,-6.581449745,0.169161073,LCM,Midfield,Renato Augusto,https://cdn.sofifa.org/players/4/19/169195.png,Brazil,Beijing Sinobo Guoan FC,https://cdn.sofifa.org/teams/2/light/111768.png,Right,81,81,81,77,82,75,81,67,66,81,49,81,76
399,-7.175243522,1.662612643,RM,Midfield,A. Valencia,https://cdn.sofifa.org/players/4/19/167905.png,Ecuador,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,Right,81,81,81,64,80,66,72,85,72,85,69,79,79
400,19.28811745,-1.760629309,GK,GoalKeper,L. Fabia?ski,https://cdn.sofifa.org/players/4/19/164835.png,Poland,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,Right,81,81,20,17,14,12,32,47,52,14,68,25,65
401,-7.448131733,-0.844310169,RCM,Midfield,João Moutinho,https://cdn.sofifa.org/players/4/19/162347.png,Portugal,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,Right,81,81,83,76,79,79,81,59,76,76,77,78,63
402,-7.035882476,-0.980721269,CAM,Midfield,Borja Valero,https://cdn.sofifa.org/players/4/19/161956.png,Spain,Inter,https://cdn.sofifa.org/teams/2/light/44.png,Right,81,81,89,70,85,76,85,52,74,72,67,69,66
403,-5.158248758,-4.977672539,RS,Attack,F. Quagliarella,https://cdn.sofifa.org/players/4/19/159261.png,Italy,Sampdoria,https://cdn.sofifa.org/teams/2/light/1837.png,Right,81,81,76,87,76,78,73,67,71,87,69,66,76
404,-4.038316215,-3.125159959,ST,Attack,B. Gomis,https://cdn.sofifa.org/players/4/19/159145.png,France,Al Hilal,https://cdn.sofifa.org/teams/2/light/605.png,Right,81,81,75,79,78,62,46,70,59,84,74,68,83
405,-7.470275483,-1.202531266,LM,Midfield,Manuel Fernandes,https://cdn.sofifa.org/players/4/19/157960.png,Portugal,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,Right,81,81,80,69,86,70,80,76,82,81,74,76,71
406,-6.915253763,1.111630195,CM,Midfield,H. Herrera,https://cdn.sofifa.org/players/4/19/156519.png,Mexico,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,Right,81,81,78,59,76,63,75,73,66,81,66,94,73
407,-6.372774653,-3.978183696,CF,Attack,Raffael,https://cdn.sofifa.org/players/4/19/144622.png,Brazil,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,Right,81,81,83,83,87,77,76,66,83,77,70,62,62
408,-6.240201256,-5.278431499,LM,Midfield,Nani,https://cdn.sofifa.org/players/4/19/139068.png,Portugal,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,Right,81,81,79,75,87,79,77,74,92,85,37,74,62
409,-8.097035509,0.966818769,CM,Midfield,J. Milner,https://cdn.sofifa.org/players/4/19/138412.png,England,Liverpool,https://cdn.sofifa.org/teams/2/light/9.png,Right,81,81,84,76,76,75,81,62,69,82,62,91,71
410,-4.786925944,3.665911196,LCB,Defense,J. Mathieu,https://cdn.sofifa.org/players/4/19/112316.png,France,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,Left,81,81,73,61,65,75,77,74,52,80,65,78,89
411,-5.585305598,-3.942381536,LS,Attack,Joaquín,https://cdn.sofifa.org/players/4/19/45186.png,Spain,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,Right,81,81,82,68,85,77,83,65,72,74,33,54,64
412,-2.836965015,-2.557367364,ST,Attack,M. Gómez,https://cdn.sofifa.org/players/4/19/239207.png,Uruguay,RC Celta,https://cdn.sofifa.org/teams/2/light/450.png,Right,80,85,76,76,76,53,58,65,45,79,73,71,80
413,-4.807529608,-3.641123233,CAM,Midfield,K. Havertz,https://cdn.sofifa.org/players/4/19/235790.png,Germany,Bayer 04 Leverkusen,https://cdn.sofifa.org/teams/2/light/32.png,Left,80,89,82,71,81,53,73,86,78,66,69,73,61
414,-7.119836821,0.16019794,CM,Midfield,T. Ndombele,https://cdn.sofifa.org/players/4/19/235569.png,France,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,Right,80,89,82,59,86,63,79,76,83,80,63,78,78
415,-6.876014989,-1.456281513,LM,Midfield,H. Aouar,https://cdn.sofifa.org/players/4/19/234906.png,France,Olympique Lyonnais,https://cdn.sofifa.org/teams/2/light/66.png,Right,80,90,84,68,84,59,78,79,81,61,61,79,61
416,-6.874915085,-1.632902011,RM,Midfield,Carlos Soler,https://cdn.sofifa.org/players/4/19/234153.png,Spain,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Right,80,87,84,66,79,82,79,77,75,77,59,78,65
417,-5.32993672,1.505163999,RB,Defense,Odriozola,https://cdn.sofifa.org/players/4/19/234035.png,Spain,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,Right,80,88,77,48,69,30,70,82,78,58,71,80,63
418,-5.944297596,-3.347380313,CAM,Midfield,M. Almirón,https://cdn.sofifa.org/players/4/19/230977.png,Paraguay,Atlanta United,https://cdn.sofifa.org/teams/2/light/112885.png,Left,80,84,79,75,81,70,70,89,86,78,46,85,52
419,-6.421060873,0.822924615,LB,Defense,Welington Dano,https://cdn.sofifa.org/players/4/19/230347.png,Brazil,Cruzeiro,https://cdn.sofifa.org/teams/2/light/568.png,Left,80,80,78,47,77,52,71,80,83,55,71,89,68
420,-5.601470835,1.979389447,CDM,Midfield,Everton Andrão,https://cdn.sofifa.org/players/4/19/230234.png,Brazil,Fluminense,https://cdn.sofifa.org/teams/2/light/567.png,Right,80,80,78,58,75,73,75,68,78,72,67,89,71
421,-4.586481449,-3.839924943,CAM,Midfield,Oyarzabal,https://cdn.sofifa.org/players/4/19/230142.png,Spain,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,Left,80,87,80,64,84,71,73,75,70,73,58,71,59
422,0.127800733,6.14287651,RCB,Defense,F. Balbuena,https://cdn.sofifa.org/players/4/19/228229.png,Paraguay,West Ham United,https://cdn.sofifa.org/teams/2/light/19.png,Right,80,83,71,24,47,34,56,65,42,71,73,76,84
423,-3.485106554,-1.375488985,RS,Attack,M. Marega,https://cdn.sofifa.org/players/4/19/227536.png,Mali,FC Porto,https://cdn.sofifa.org/teams/2/light/236.png,Right,80,80,68,75,62,37,52,88,67,86,74,91,90
424,-4.576895407,3.359898121,RB,Defense,B. Pavard,https://cdn.sofifa.org/players/4/19/226851.png,France,VfB Stuttgart,https://cdn.sofifa.org/teams/2/light/36.png,Right,80,86,78,57,66,51,80,73,68,60,86,77,74
425,-6.001367307,2.679375272,LDM,Midfield,W. Ndidi,https://cdn.sofifa.org/players/4/19/226790.png,Nigeria,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,Right,80,85,74,66,74,58,70,73,67,82,90,92,75
426,18.21637174,-2.606504328,GK,GoalKeper,A. Onana,https://cdn.sofifa.org/players/4/19/226753.png,Cameroon,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,Right,80,85,33,13,26,17,26,62,68,21,80,39,67
427,-6.924510712,-1.163668364,RCM,Midfield,G. Lo Celso,https://cdn.sofifa.org/players/4/19/226226.png,Argentina,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,Left,80,86,81,69,81,72,80,75,81,79,64,80,67
428,-8.570083632,0.12001288,LB,Defense,M. Acuña,https://cdn.sofifa.org/players/4/19/224334.png,Argentina,Sporting CP,https://cdn.sofifa.org/teams/2/light/237.png,Left,80,80,78,68,85,78,76,75,84,83,69,90,84
429,-6.460160751,0.656084138,LCM,Midfield,Rúben Neves,https://cdn.sofifa.org/players/4/19/224293.png,Portugal,Wolverhampton Wanderers,https://cdn.sofifa.org/teams/2/light/110.png,Right,80,87,84,74,73,83,85,64,65,83,68,78,70
430,-4.959715667,-2.367404936,ST,Attack,Mariano,https://cdn.sofifa.org/players/4/19/221639.png,Dominican Republic,Real Madrid,https://cdn.sofifa.org/teams/2/light/243.png,Right,80,85,69,70,75,76,51,85,79,85,92,81,79
431,-2.006425169,4.901763206,CB,Defense,Raúl,https://cdn.sofifa.org/players/4/19/221540.png,Brazil,SC Braga,https://cdn.sofifa.org/teams/2/light/1896.png,Left,80,80,68,49,56,43,62,51,59,67,85,75,85
432,-0.173028022,5.66953983,CB,Defense,M. Caldara,https://cdn.sofifa.org/players/4/19/220477.png,Italy,Milan,https://cdn.sofifa.org/teams/2/light/47.png,Right,80,86,63,51,62,24,58,69,58,38,76,67,79
433,-7.279460013,1.518564588,LM,Midfield,M. Vecino,https://cdn.sofifa.org/players/4/19/219985.png,Uruguay,Inter,https://cdn.sofifa.org/teams/2/light/44.png,Right,80,81,83,62,84,58,79,69,66,78,67,81,75
434,-4.226025874,3.816081024,LCM,Midfield,T. Bakayoko,https://cdn.sofifa.org/players/4/19/219809.png,France,Milan,https://cdn.sofifa.org/teams/2/light/47.png,Right,80,85,78,36,76,37,75,69,64,72,76,83,80
435,-6.546244378,-0.862317631,CM,Midfield,M. Dahoud,https://cdn.sofifa.org/players/4/19/218339.png,Germany,Borussia Dortmund,https://cdn.sofifa.org/teams/2/light/22.png,Right,80,86,83,59,85,53,78,67,87,83,76,89,58
436,-5.073811043,-5.380645365,RW,Midfield,Rafa,https://cdn.sofifa.org/players/4/19/216547.png,Portugal,SL Benfica,https://cdn.sofifa.org/teams/2/light/234.png,Right,80,83,75,64,86,56,64,93,88,75,58,78,40
437,-4.853004413,-4.594660468,RM,Midfield,K. Baldé,https://cdn.sofifa.org/players/4/19/215785.png,Senegal,Inter,https://cdn.sofifa.org/teams/2/light/44.png,Right,80,85,76,68,83,52,64,92,82,78,67,73,76
438,18.74654944,-2.215045644,GK,GoalKeper,G. Rulli,https://cdn.sofifa.org/players/4/19/215316.png,Argentina,Real Sociedad,https://cdn.sofifa.org/teams/2/light/457.png,Right,80,85,32,16,14,20,23,48,58,24,65,42,73
439,19.29446114,-1.073926164,GK,GoalKeper,F. Armani,https://cdn.sofifa.org/players/4/19/214584.png,Argentina,River Plate,https://cdn.sofifa.org/teams/2/light/1876.png,Right,80,80,34,18,19,16,21,40,40,25,65,28,82
440,-4.571240876,-5.564382039,RM,Midfield,Rony Lopes,https://cdn.sofifa.org/players/4/19/212692.png,Portugal,AS Monaco,https://cdn.sofifa.org/teams/2/light/69.png,Left,80,85,79,56,82,74,72,76,84,76,51,70,56
441,-5.389266908,-1.975383448,LS,Attack,Santi Mina,https://cdn.sofifa.org/players/4/19/212623.png,Spain,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Right,80,85,69,70,81,55,65,81,78,78,74,75,73
442,-6.379268781,-1.718446178,RCM,Midfield,K. Demirbay,https://cdn.sofifa.org/players/4/19/211748.png,Germany,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,Left,80,84,82,59,82,80,80,67,77,75,72,74,67
443,-6.627719103,0.202883195,LB,Defense,Gayà,https://cdn.sofifa.org/players/4/19/211688.png,Spain,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,Left,80,85,81,58,77,49,75,87,79,62,54,83,61
444,-6.524946096,1.150240398,LDM,Midfield,André Gomes,https://cdn.sofifa.org/players/4/19/211575.png,Portugal,Everton,https://cdn.sofifa.org/teams/2/light/7.png,Right,80,85,82,63,80,67,81,62,67,80,58,76,86
445,-5.5394367,1.71002392,LB,Defense,N. Tagliafico,https://cdn.sofifa.org/players/4/19/211256.png,Argentina,Ajax,https://cdn.sofifa.org/teams/2/light/245.png,Left,80,82,75,38,74,40,67,86,79,66,90,91,63
446,-7.64103376,0.082703488,RDM,Midfield,M. Sanson,https://cdn.sofifa.org/players/4/19/210896.png,France,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,Right,80,85,80,70,77,70,84,74,79,79,75,79,76
447,19.02068682,-1.733005606,GK,GoalKeper,Pacheco,https://cdn.sofifa.org/players/4/19/209960.png,Spain,Deportivo Alavés,https://cdn.sofifa.org/teams/2/light/463.png,Left,80,83,24,13,13,20,27,42,62,21,72,43,72
448,-7.196445464,2.044177512,CM,Midfield,E. Can,https://cdn.sofifa.org/players/4/19/208333.png,Germany,Juventus,https://cdn.sofifa.org/teams/2/light/45.png,Right,80,85,81,61,76,65,80,73,73,81,76,85,83
449,-7.171224034,-2.645753116,CAM,Midfield,H. Çalhano?lu,https://cdn.sofifa.org/players/4/19/208128.png,Turkey,Milan,https://cdn.sofifa.org/teams/2/light/47.png,Right,80,84,83,77,85,90,80,69,78,86,46,76,54
450,-3.851465546,3.913245981,RWB,Defense,M. Ginter,https://cdn.sofifa.org/players/4/19/207862.png,Germany,Borussia Mönchengladbach,https://cdn.sofifa.org/teams/2/light/23.png,Right,80,82,75,53,62,42,70,69,55,74,65,74,81
451,-2.213628712,4.63563352,RCB,Defense,M. Keane,https://cdn.sofifa.org/players/4/19/207599.png,England,Everton,https://cdn.sofifa.org/teams/2/light/7.png,Right,80,83,71,40,66,33,69,65,59,58,82,68,85
452,-7.261999613,0.033499762,CM,Midfield,L. Paredes,https://cdn.sofifa.org/players/4/19/207439.png,Argentina,,https://cdn.sofifa.org/flags/52.png,Right,80,85,84,73,78,78,82,69,77,82,61,79,69
453,-5.192534699,2.830903112,RDM,Midfield,T. Stepanenko,https://cdn.sofifa.org/players/4/19/206413.png,Ukraine,Shakhtar Donetsk,https://cdn.sofifa.org/teams/2/light/101059.png,Left,80,80,81,56,64,45,77,64,60,75,71,82,76
454,-6.028718119,1.796861014,LB,Defense,L. Shaw,https://cdn.sofifa.org/players/4/19/205988.png,England,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,Left,80,85,78,54,82,58,68,85,74,65,73,77,75
455,-1.471256719,5.458561325,CB,Defense,Z. Feddal,https://cdn.sofifa.org/players/4/19/205705.png,Morocco,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,Left,80,80,76,39,56,38,68,62,50,67,73,64,81
456,-3.539977356,-1.010832779,RS,Attack,S. Haller,https://cdn.sofifa.org/players/4/19/205693.png,France,Eintracht Frankfurt,https://cdn.sofifa.org/teams/2/light/1824.png,Right,80,83,70,79,72,46,35,76,68,77,80,72,91
457,-5.349670414,-5.82942918,LM,Midfield,Bernard,https://cdn.sofifa.org/players/4/19/205525.png,Brazil,Everton,https://cdn.sofifa.org/teams/2/light/7.png,Right,80,81,76,68,82,69,68,86,94,76,61,68,34
458,-5.616455939,-4.34123467,LM,Midfield,T. Inui,https://cdn.sofifa.org/players/4/19/205114.png,Japan,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,Right,80,80,76,68,88,65,70,77,94,72,63,76,51
